subject_ID,lemma,gender,age,education,grade,error
325,aanbidden,male,17,general,Gr3,0
563,aanbidden,female,18,technical,Gr3,0
742,aanbieden,male,18,vocational,Gr3,0
899,aanbieden,male,17,vocational,Gr3,0
625,aanbieden,female,16,general,Gr2,0
1277,aanbieden,female,18,general,Gr3,0
website425,aanbieden,female,15,vocational,Gr2,0
640,aanduiden,female,17,general,Gr3,0
website213,aanduiden,female,17,technical,Gr3,0
website285,aanmelden,male,17,technical,Gr3,1
1290,aanraden,female,16,general,Gr2,0
1275,aanrijden,male,17,general,Gr3,0
324,aanvaarden,female,16,technical,Gr2,1
404,aanvaarden,female,16,technical,Gr2,1
502,aanvaarden,female,17,technical,Gr3,0
563,aanvaarden,female,17,technical,Gr3,1
1189,aanvaarden,female,16,technical,Gr2,1
1189,aanvaarden,female,16,technical,Gr2,1
1299,aanvaarden,male,17,technical,Gr3,0
1299,aanvaarden,male,17,technical,Gr3,0
1299,aanvaarden,male,17,technical,Gr3,0
website301,aanvaarden,female,15,technical,Gr2,0
website347,aanvaarden,female,18,technical,Gr3,0
429,achterhouden,female,18,general,Gr3,1
404,afleiden,female,16,technical,Gr2,1
1275,afleiden,male,17,general,Gr3,0
website211,afleiden,female,19,technical,Gr3,0
1275,afronden,male,17,general,Gr3,1
1394,afronden,female,15,general,Gr2,1
website435,afronden,female,16,general,Gr2,0
21,antwoorden,male,15,general,Gr2,1
135,antwoorden,male,16,vocational,Gr2,1
161,antwoorden,female,16,general,Gr2,1
244,antwoorden,female,15,general,Gr2,1
288,antwoorden,male,17,general,Gr3,1
288,antwoorden,male,15,general,Gr2,1
310,antwoorden,female,16,general,Gr2,0
314,antwoorden,female,15,general,Gr2,1
324,antwoorden,female,16,technical,Gr2,0
324,antwoorden,female,17,technical,Gr3,1
324,antwoorden,female,16,technical,Gr2,1
324,antwoorden,female,16,technical,Gr2,1
324,antwoorden,female,16,technical,Gr2,1
324,antwoorden,female,16,technical,Gr2,1
324,antwoorden,female,16,technical,Gr2,1
324,antwoorden,female,16,technical,Gr2,1
324,antwoorden,female,16,technical,Gr2,1
334,antwoorden,male,17,general,Gr3,1
404,antwoorden,female,16,technical,Gr2,0
404,antwoorden,female,16,technical,Gr2,0
404,antwoorden,female,16,technical,Gr2,0
404,antwoorden,female,16,technical,Gr2,0
404,antwoorden,female,16,technical,Gr2,1
404,antwoorden,female,16,technical,Gr2,1
404,antwoorden,female,16,technical,Gr2,1
404,antwoorden,female,16,technical,Gr2,1
404,antwoorden,female,17,technical,Gr3,1
404,antwoorden,female,16,technical,Gr2,1
404,antwoorden,female,16,technical,Gr2,1
406,antwoorden,male,17,general,Gr3,1
429,antwoorden,female,18,general,Gr3,1
433,antwoorden,female,17,general,Gr3,1
433,antwoorden,female,17,general,Gr3,1
455,antwoorden,female,18,vocational,Gr3,1
462,antwoorden,female,15,technical,Gr2,1
462,antwoorden,female,15,technical,Gr2,1
462,antwoorden,female,15,technical,Gr2,1
462,antwoorden,female,15,technical,Gr2,1
469,antwoorden,male,18,general,Gr3,1
482,antwoorden,female,16,general,Gr2,0
486,antwoorden,female,16,technical,Gr2,0
486,antwoorden,female,16,technical,Gr2,1
486,antwoorden,female,16,technical,Gr2,1
497,antwoorden,male,16,technical,Gr2,1
530,antwoorden,female,17,technical,Gr3,1
532,antwoorden,female,17,technical,Gr3,1
533,antwoorden,female,17,technical,Gr3,1
549,antwoorden,female,18,technical,Gr3,1
557,antwoorden,male,17,technical,Gr3,0
557,antwoorden,male,17,technical,Gr3,1
557,antwoorden,male,17,technical,Gr3,1
563,antwoorden,female,17,technical,Gr3,0
563,antwoorden,female,17,technical,Gr3,1
563,antwoorden,female,17,technical,Gr3,1
563,antwoorden,female,17,technical,Gr3,1
563,antwoorden,female,17,technical,Gr3,1
563,antwoorden,female,18,technical,Gr3,1
563,antwoorden,female,17,technical,Gr3,1
563,antwoorden,female,17,technical,Gr3,1
563,antwoorden,female,17,technical,Gr3,1
563,antwoorden,female,17,technical,Gr3,1
563,antwoorden,female,17,technical,Gr3,1
567,antwoorden,female,16,technical,Gr2,1
569,antwoorden,female,16,technical,Gr2,1
571,antwoorden,female,16,technical,Gr2,0
571,antwoorden,female,17,technical,Gr3,0
571,antwoorden,female,16,technical,Gr2,0
571,antwoorden,female,16,technical,Gr2,1
571,antwoorden,female,16,technical,Gr2,1
571,antwoorden,female,16,technical,Gr2,1
571,antwoorden,female,16,technical,Gr2,1
571,antwoorden,female,16,technical,Gr2,1
571,antwoorden,female,16,technical,Gr2,1
577,antwoorden,female,16,technical,Gr2,0
577,antwoorden,female,15,technical,Gr2,1
592,antwoorden,male,16,technical,Gr2,1
610,antwoorden,female,17,technical,Gr3,0
619,antwoorden,female,16,technical,Gr2,1
625,antwoorden,female,17,general,Gr3,0
625,antwoorden,female,17,general,Gr3,1
625,antwoorden,female,17,general,Gr3,1
625,antwoorden,female,17,general,Gr3,1
629,antwoorden,female,18,general,Gr3,0
629,antwoorden,female,17,general,Gr3,1
629,antwoorden,female,18,general,Gr3,1
631,antwoorden,female,17,general,Gr3,1
654,antwoorden,female,15,vocational,Gr2,1
655,antwoorden,male,18,technical,Gr3,0
655,antwoorden,male,17,technical,Gr3,1
717,antwoorden,female,16,vocational,Gr2,1
742,antwoorden,male,17,vocational,Gr3,0
742,antwoorden,male,18,vocational,Gr3,0
742,antwoorden,male,18,vocational,Gr3,0
742,antwoorden,male,18,vocational,Gr3,1
742,antwoorden,male,18,vocational,Gr3,1
742,antwoorden,male,18,vocational,Gr3,1
742,antwoorden,male,18,vocational,Gr3,1
742,antwoorden,male,18,vocational,Gr3,1
742,antwoorden,male,18,vocational,Gr3,1
767,antwoorden,female,16,vocational,Gr2,1
768,antwoorden,female,17,vocational,Gr3,1
768,antwoorden,female,17,vocational,Gr3,1
867,antwoorden,female,16,general,Gr2,1
1059,antwoorden,male,16,general,Gr2,1
1119,antwoorden,female,17,technical,Gr3,1
1177,antwoorden,female,15,general,Gr2,1
1177,antwoorden,female,15,general,Gr2,1
1189,antwoorden,female,16,technical,Gr2,0
1189,antwoorden,female,16,technical,Gr2,1
1189,antwoorden,female,16,technical,Gr2,1
1189,antwoorden,female,16,technical,Gr2,1
1276,antwoorden,female,18,general,Gr3,1
1290,antwoorden,female,16,general,Gr2,0
1299,antwoorden,male,16,technical,Gr2,0
1299,antwoorden,male,18,technical,Gr3,1
1305,antwoorden,female,18,general,Gr3,0
1312,antwoorden,female,18,general,Gr3,0
1323,antwoorden,male,17,general,Gr3,1
1334,antwoorden,female,18,general,Gr3,0
1394,antwoorden,female,15,general,Gr2,1
1504,antwoorden,male,17,vocational,Gr3,1
1950,antwoorden,female,19,vocational,Gr3,0
1950,antwoorden,female,18,vocational,Gr3,1
1951,antwoorden,male,17,vocational,Gr3,0
1957,antwoorden,female,16,vocational,Gr2,1
1957,antwoorden,female,16,vocational,Gr2,1
1958,antwoorden,female,16,vocational,Gr2,1
2171,antwoorden,female,16,technical,Gr2,1
2215,antwoorden,female,15,vocational,Gr2,1
website119,antwoorden,male,16,general,Gr2,1
website190,antwoorden,male,16,general,Gr2,1
website190,antwoorden,male,16,general,Gr2,1
website190,antwoorden,male,17,general,Gr3,1
website207,antwoorden,female,19,technical,Gr3,1
website207,antwoorden,female,18,technical,Gr3,1
website208,antwoorden,female,15,technical,Gr2,1
website211,antwoorden,female,18,technical,Gr3,1
website211,antwoorden,female,18,technical,Gr3,1
website212,antwoorden,female,18,technical,Gr3,1
website213,antwoorden,female,18,technical,Gr3,0
website213,antwoorden,female,15,technical,Gr2,1
website213,antwoorden,female,18,technical,Gr3,1
website213,antwoorden,female,17,technical,Gr3,1
website215,antwoorden,male,17,technical,Gr3,1
website215,antwoorden,male,17,technical,Gr3,1
website215,antwoorden,male,17,technical,Gr3,1
website233,antwoorden,male,18,technical,Gr3,0
website233,antwoorden,male,19,technical,Gr3,1
website233,antwoorden,male,18,technical,Gr3,1
website233,antwoorden,male,18,technical,Gr3,1
website233,antwoorden,male,18,technical,Gr3,1
website233,antwoorden,male,18,technical,Gr3,1
website252,antwoorden,female,18,technical,Gr3,1
website252,antwoorden,female,16,technical,Gr2,1
website252,antwoorden,female,16,technical,Gr2,1
website253,antwoorden,male,17,technical,Gr3,1
website254,antwoorden,female,18,technical,Gr3,0
website254,antwoorden,female,17,technical,Gr3,0
website267,antwoorden,female,16,technical,Gr2,1
website281,antwoorden,male,19,technical,Gr3,1
website282,antwoorden,female,15,technical,Gr2,0
website282,antwoorden,female,18,technical,Gr3,1
website283,antwoorden,female,17,technical,Gr3,0
website290,antwoorden,male,18,technical,Gr3,0
website297,antwoorden,female,18,technical,Gr3,1
website301,antwoorden,female,15,technical,Gr2,1
website301,antwoorden,female,15,technical,Gr2,1
website301,antwoorden,female,15,technical,Gr2,1
website301,antwoorden,female,15,technical,Gr2,1
website301,antwoorden,female,15,technical,Gr2,1
website301,antwoorden,female,15,technical,Gr2,1
website301,antwoorden,female,15,technical,Gr2,1
website301,antwoorden,female,15,technical,Gr2,1
website347,antwoorden,female,17,technical,Gr3,1
website347,antwoorden,female,15,technical,Gr2,1
website347,antwoorden,female,17,technical,Gr3,1
website347,antwoorden,female,18,technical,Gr3,1
website347,antwoorden,female,18,technical,Gr3,1
website350,antwoorden,male,18,technical,Gr3,0
website351,antwoorden,male,15,technical,Gr2,1
website351,antwoorden,male,15,technical,Gr2,1
website351,antwoorden,male,15,technical,Gr2,1
website351,antwoorden,male,15,technical,Gr2,1
website351,antwoorden,male,15,technical,Gr2,1
website397,antwoorden,male,15,technical,Gr2,0
website397,antwoorden,male,16,technical,Gr2,1
website397,antwoorden,male,16,technical,Gr2,1
website397,antwoorden,male,16,technical,Gr2,1
website397,antwoorden,male,16,technical,Gr2,1
website397,antwoorden,male,16,technical,Gr2,1
website416,antwoorden,female,16,technical,Gr2,1
website420,antwoorden,male,15,general,Gr2,1
website425,antwoorden,female,15,vocational,Gr2,0
website425,antwoorden,female,15,vocational,Gr2,1
website425,antwoorden,female,15,vocational,Gr2,1
website425,antwoorden,female,15,vocational,Gr2,1
website425,antwoorden,female,15,vocational,Gr2,1
website425,antwoorden,female,15,vocational,Gr2,1
website425,antwoorden,female,15,vocational,Gr2,1
website425,antwoorden,female,15,vocational,Gr2,1
website427,antwoorden,female,15,vocational,Gr2,1
website428,antwoorden,male,15,general,Gr2,0
website437,antwoorden,female,16,general,Gr2,1
website447,antwoorden,female,18,vocational,Gr3,1
website448,antwoorden,female,16,vocational,Gr2,1
website448,antwoorden,female,16,vocational,Gr2,1
website449,antwoorden,female,17,vocational,Gr3,1
website449,antwoorden,female,16,vocational,Gr2,1
website449,antwoorden,female,16,vocational,Gr2,1
website449,antwoorden,female,17,vocational,Gr3,1
website450,antwoorden,female,17,vocational,Gr3,1
website454,antwoorden,female,19,vocational,Gr3,1
website454,antwoorden,female,19,vocational,Gr3,1
website454,antwoorden,female,19,vocational,Gr3,1
website454,antwoorden,female,19,vocational,Gr3,1
website456,antwoorden,female,15,vocational,Gr2,1
website497,antwoorden,female,16,technical,Gr2,0
website497,antwoorden,female,16,technical,Gr2,0
website498,antwoorden,male,17,technical,Gr3,1
website498,antwoorden,male,16,technical,Gr2,1
website501,antwoorden,male,17,technical,Gr3,1
website502,antwoorden,male,18,technical,Gr3,1
website502,antwoorden,male,17,technical,Gr3,1
website504,antwoorden,male,17,technical,Gr3,1
website508,antwoorden,male,18,technical,Gr3,1
website508,antwoorden,male,17,technical,Gr3,1
website509,antwoorden,male,16,technical,Gr2,1
website511,antwoorden,male,18,technical,Gr3,0
website511,antwoorden,male,18,technical,Gr3,0
website530,antwoorden,female,15,vocational,Gr2,1
website548,antwoorden,male,16,vocational,Gr2,1
website564,antwoorden,male,17,vocational,Gr3,1
website564,antwoorden,male,17,vocational,Gr3,1
website564,antwoorden,male,17,vocational,Gr3,1
website564,antwoorden,male,17,vocational,Gr3,1
website566,antwoorden,female,17,vocational,Gr3,1
website566,antwoorden,female,17,vocational,Gr3,1
website566,antwoorden,female,18,vocational,Gr3,1
website568,antwoorden,female,15,vocational,Gr2,1
website569,antwoorden,female,16,vocational,Gr2,0
website569,antwoorden,female,16,vocational,Gr2,0
website569,antwoorden,female,16,vocational,Gr2,1
website570,antwoorden,female,15,vocational,Gr2,0
website570,antwoorden,female,16,vocational,Gr2,1
website570,antwoorden,female,16,vocational,Gr2,1
website570,antwoorden,female,15,vocational,Gr2,1
website570,antwoorden,female,16,vocational,Gr2,1
website600,antwoorden,male,18,vocational,Gr3,1
website636,antwoorden,male,18,vocational,Gr3,1
website638,antwoorden,male,16,vocational,Gr2,1
website638,antwoorden,male,16,vocational,Gr2,1
website639,antwoorden,female,16,vocational,Gr2,1
website646,antwoorden,female,16,vocational,Gr2,1
website646,antwoorden,female,16,vocational,Gr2,1
website646,antwoorden,female,16,vocational,Gr2,1
website655,antwoorden,female,16,vocational,Gr2,1
website660,antwoorden,male,17,vocational,Gr3,1
website662,antwoorden,male,16,vocational,Gr2,0
website666,antwoorden,male,16,vocational,Gr2,1
website666,antwoorden,male,16,vocational,Gr2,1
website666,antwoorden,male,16,vocational,Gr2,1
website668,antwoorden,female,16,vocational,Gr2,1
website668,antwoorden,female,16,vocational,Gr2,1
website670,antwoorden,female,17,vocational,Gr3,1
website671,antwoorden,female,18,vocational,Gr3,1
website683,antwoorden,female,17,vocational,Gr3,1
website683,antwoorden,female,17,vocational,Gr3,1
website683,antwoorden,female,17,vocational,Gr3,1
website683,antwoorden,female,17,vocational,Gr3,1
website683,antwoorden,female,17,vocational,Gr3,1
website7,antwoorden,male,16,vocational,Gr2,1
230,antwoorden,male,16,general,Gr2,0
404,antwoorden,female,16,technical,Gr2,0
505,antwoorden,female,17,technical,Gr3,0
538,antwoorden,male,17,technical,Gr3,0
563,antwoorden,female,18,technical,Gr3,0
621,antwoorden,female,18,general,Gr3,0
621,antwoorden,female,19,general,Gr3,0
627,antwoorden,female,17,general,Gr3,0
769,antwoorden,female,16,vocational,Gr2,0
1123,antwoorden,female,17,general,Gr3,0
1189,antwoorden,female,17,technical,Gr3,0
1275,antwoorden,male,17,general,Gr3,0
1290,antwoorden,female,16,general,Gr2,0
1290,antwoorden,female,16,general,Gr2,0
1290,antwoorden,female,16,general,Gr2,0
1304,antwoorden,female,17,general,Gr3,0
1510,antwoorden,female,17,general,Gr3,0
1510,antwoorden,female,17,general,Gr3,0
1516,antwoorden,female,15,general,Gr2,1
2129,antwoorden,female,17,vocational,Gr3,0
2169,antwoorden,male,17,general,Gr3,0
website209,antwoorden,female,17,technical,Gr3,0
website213,antwoorden,female,17,technical,Gr3,0
website370,antwoorden,female,15,general,Gr2,0
website417,antwoorden,female,16,general,Gr2,1
website450,antwoorden,female,18,vocational,Gr3,0
website539,antwoorden,female,16,vocational,Gr2,0
website626,antwoorden,female,15,vocational,Gr2,0
website301,antwoorden,female,15,technical,Gr2,1
website213,beantwoorden,female,15,technical,Gr2,0
website454,beantwoorden,female,19,vocational,Gr3,1
621,beantwoorden,female,19,general,Gr3,0
website671,beantwoorden,female,18,vocational,Gr3,0
1312,begeleiden,female,18,general,Gr3,0
website233,be•nvloeden,male,19,technical,Gr3,1
328,belanden,female,17,general,Gr3,1
429,belanden,female,18,general,Gr3,0
website425,belanden,female,15,vocational,Gr2,1
1867,bereiden,female,16,vocational,Gr2,1
website287,bereiden,female,17,technical,Gr3,1
website614,bereiden,female,15,vocational,Gr2,1
website662,bereiden,male,16,vocational,Gr2,0
website67,bereiden,male,17,general,Gr3,0
345,besteden,male,18,general,Gr3,1
website199,besteden,male,17,general,Gr3,1
867,besteden,female,16,general,Gr2,0
1484,bestrijden,female,20,general,Gr3,0
328,bevinden,female,16,general,Gr2,0
482,bevinden,female,16,general,Gr2,1
1109,bevinden,female,18,vocational,Gr3,1
628,bevinden,female,17,general,Gr3,0
1290,bevinden,female,16,general,Gr2,0
website298,bevinden,female,18,technical,Gr3,0
website497,bevrijden,female,16,technical,Gr2,0
515,bidden,female,15,technical,Gr2,1
website508,bieden,male,18,technical,Gr3,1
website674,bieden,female,17,vocational,Gr3,0
310,bieden,female,16,general,Gr2,0
324,bieden,female,16,technical,Gr2,0
335,bieden,female,15,general,Gr2,0
429,bieden,female,16,general,Gr2,0
624,bieden,female,18,general,Gr3,0
135,bijhouden,male,16,vocational,Gr2,1
website669,bijhouden,female,17,vocational,Gr3,1
462,binden,female,16,technical,Gr2,0
324,binden,female,16,technical,Gr2,1
1290,binden,female,16,general,Gr2,0
1630,binnenhouden,female,16,general,Gr2,0
404,bloeden,female,16,technical,Gr2,1
530,bloeden,female,17,technical,Gr3,0
1290,bloeden,female,16,general,Gr2,0
website285,bloeden,male,20,technical,Gr3,1
website417,branden,female,16,general,Gr2,1
website511,branden,male,18,technical,Gr3,1
website646,branden,female,16,vocational,Gr2,1
404,branden,female,16,technical,Gr2,0
404,branden,female,16,technical,Gr2,0
website646,branden,female,16,vocational,Gr2,0
230,doden,male,16,general,Gr2,0
211,downloaden,male,16,vocational,Gr2,1
218,downloaden,female,15,vocational,Gr2,1
559,downloaden,male,17,general,Gr3,1
563,downloaden,female,17,technical,Gr3,0
629,downloaden,female,18,general,Gr3,1
805,downloaden,male,17,technical,Gr3,0
1497,downloaden,female,15,vocational,Gr2,1
1631,downloaden,female,16,general,Gr2,1
1961,downloaden,male,17,general,Gr3,1
website196,downloaden,male,16,general,Gr2,1
website211,downloaden,female,18,technical,Gr3,0
website254,downloaden,female,18,technical,Gr3,0
website254,downloaden,female,18,technical,Gr3,1
website492,downloaden,male,15,technical,Gr2,0
website492,downloaden,male,15,technical,Gr2,1
website510,downloaden,male,17,technical,Gr3,1
website53,downloaden,female,16,general,Gr2,1
342,duiden,female,17,general,Gr3,0
429,duiden,female,17,general,Gr3,0
626,duiden,female,17,general,Gr3,0
159,gelden,female,16,general,Gr2,0
342,gelden,female,16,general,Gr2,0
345,gelden,male,18,general,Gr3,0
625,gelden,female,16,general,Gr2,0
627,gelden,female,16,general,Gr2,0
628,gelden,female,17,general,Gr3,0
628,gelden,female,17,general,Gr3,0
1275,gelden,male,17,general,Gr3,0
1312,gelden,female,18,general,Gr3,0
website233,gelden,male,19,technical,Gr3,0
website284,gelden,female,17,technical,Gr3,0
2225,glijden,female,17,technical,Gr3,0
311,glijden,female,17,general,Gr3,0
404,glijden,female,16,technical,Gr2,0
21,houden,male,15,general,Gr2,0
21,houden,male,15,general,Gr2,0
135,houden,male,16,vocational,Gr2,1
232,houden,male,15,technical,Gr2,0
310,houden,female,16,general,Gr2,1
324,houden,female,17,technical,Gr3,1
324,houden,female,16,technical,Gr2,1
324,houden,female,16,technical,Gr2,1
325,houden,male,17,general,Gr3,1
326,houden,female,15,general,Gr2,0
328,houden,female,17,general,Gr3,1
342,houden,female,17,general,Gr3,0
342,houden,female,16,general,Gr2,1
404,houden,female,16,technical,Gr2,1
404,houden,female,16,technical,Gr2,1
444,houden,female,18,technical,Gr3,1
462,houden,female,15,technical,Gr2,1
462,houden,female,16,technical,Gr2,1
462,houden,female,16,technical,Gr2,1
462,houden,female,16,technical,Gr2,1
462,houden,female,15,technical,Gr2,1
462,houden,female,15,technical,Gr2,1
486,houden,female,15,technical,Gr2,1
511,houden,female,17,general,Gr3,1
532,houden,female,17,technical,Gr3,1
563,houden,female,17,technical,Gr3,1
563,houden,female,17,technical,Gr3,1
571,houden,female,16,technical,Gr2,0
571,houden,female,16,technical,Gr2,1
571,houden,female,16,technical,Gr2,1
577,houden,female,15,technical,Gr2,1
600,houden,female,16,technical,Gr2,1
629,houden,female,18,general,Gr3,1
629,houden,female,18,general,Gr3,1
630,houden,male,18,technical,Gr3,1
630,houden,male,18,technical,Gr3,1
663,houden,male,16,technical,Gr2,1
673,houden,female,15,general,Gr2,1
717,houden,female,16,vocational,Gr2,1
717,houden,female,16,vocational,Gr2,1
742,houden,male,17,vocational,Gr3,1
742,houden,male,18,vocational,Gr3,1
905,houden,female,17,general,Gr3,0
1299,houden,male,18,technical,Gr3,0
1312,houden,female,18,general,Gr3,0
1499,houden,female,15,vocational,Gr2,1
1646,houden,male,18,general,Gr3,1
1950,houden,female,19,vocational,Gr3,1
1959,houden,female,18,vocational,Gr3,1
1977,houden,male,18,vocational,Gr3,0
2172,houden,female,16,technical,Gr2,1
2176,houden,male,15,technical,Gr2,1
2192,houden,male,16,vocational,Gr2,1
2207,houden,female,17,technical,Gr3,1
website208,houden,female,16,technical,Gr2,1
website208,houden,female,16,technical,Gr2,1
website211,houden,female,19,technical,Gr3,1
website211,houden,female,18,technical,Gr3,1
website211,houden,female,18,technical,Gr3,1
website233,houden,male,19,technical,Gr3,0
website252,houden,female,17,technical,Gr3,1
website290,houden,male,17,technical,Gr3,1
website290,houden,male,19,technical,Gr3,1
website291,houden,male,15,technical,Gr2,1
website291,houden,male,18,technical,Gr3,1
website347,houden,female,17,technical,Gr3,1
website352,houden,male,16,technical,Gr2,1
website356,houden,male,16,technical,Gr2,1
website397,houden,male,16,technical,Gr2,1
website397,houden,male,16,technical,Gr2,1
website397,houden,male,16,technical,Gr2,1
website402,houden,female,16,general,Gr2,1
website425,houden,female,16,vocational,Gr2,1
website425,houden,female,15,vocational,Gr2,1
website425,houden,female,15,vocational,Gr2,1
website425,houden,female,15,vocational,Gr2,1
website427,houden,female,15,vocational,Gr2,1
website427,houden,female,15,vocational,Gr2,1
website446,houden,female,17,vocational,Gr3,1
website497,houden,female,17,technical,Gr3,1
website497,houden,female,16,technical,Gr2,1
website499,houden,male,16,technical,Gr2,1
website511,houden,male,17,technical,Gr3,0
website511,houden,male,17,technical,Gr3,0
website511,houden,male,18,technical,Gr3,1
website511,houden,male,18,technical,Gr3,1
website511,houden,male,17,technical,Gr3,1
website511,houden,male,17,technical,Gr3,1
website511,houden,male,17,technical,Gr3,1
website568,houden,female,15,vocational,Gr2,1
website568,houden,female,15,vocational,Gr2,1
website570,houden,female,15,vocational,Gr2,0
website570,houden,female,16,vocational,Gr2,1
website570,houden,female,16,vocational,Gr2,1
website570,houden,female,16,vocational,Gr2,1
website570,houden,female,15,vocational,Gr2,1
website570,houden,female,16,vocational,Gr2,1
website600,houden,male,17,vocational,Gr3,1
website600,houden,male,18,vocational,Gr3,1
website600,houden,male,17,vocational,Gr3,1
website600,houden,male,18,vocational,Gr3,1
website666,houden,male,16,vocational,Gr2,1
website670,houden,female,17,vocational,Gr3,1
website671,houden,female,18,vocational,Gr3,1
website683,houden,female,17,vocational,Gr3,1
website683,houden,female,17,vocational,Gr3,1
21,houden,male,15,general,Gr2,0
232,houden,male,15,technical,Gr2,0
314,houden,female,15,general,Gr2,0
324,houden,female,17,technical,Gr3,0
404,houden,female,16,technical,Gr2,0
404,houden,female,16,technical,Gr2,0
405,houden,female,16,general,Gr2,0
406,houden,male,16,general,Gr2,0
456,houden,female,15,general,Gr2,0
486,houden,female,15,technical,Gr2,0
486,houden,female,15,technical,Gr2,0
486,houden,female,15,technical,Gr2,0
486,houden,female,15,technical,Gr2,0
486,houden,female,15,technical,Gr2,0
515,houden,female,15,technical,Gr2,0
527,houden,male,17,technical,Gr3,0
571,houden,female,16,technical,Gr2,0
571,houden,female,16,technical,Gr2,0
572,houden,female,18,technical,Gr3,0
623,houden,female,17,general,Gr3,0
624,houden,female,17,general,Gr3,0
625,houden,female,18,general,Gr3,0
625,houden,female,18,general,Gr3,0
637,houden,female,17,technical,Gr3,0
639,houden,female,17,general,Gr3,0
742,houden,male,18,vocational,Gr3,0
1102,houden,female,15,vocational,Gr2,0
1189,houden,female,16,technical,Gr2,0
1189,houden,female,16,technical,Gr2,0
1189,houden,female,16,technical,Gr2,0
1198,houden,male,20,technical,Gr3,0
1275,houden,male,17,general,Gr3,0
1290,houden,female,16,general,Gr2,0
1290,houden,female,16,general,Gr2,0
1290,houden,female,16,general,Gr2,0
1290,houden,female,16,general,Gr2,0
1290,houden,female,16,general,Gr2,0
1290,houden,female,16,general,Gr2,0
1290,houden,female,16,general,Gr2,0
1290,houden,female,16,general,Gr2,0
1290,houden,female,16,general,Gr2,0
1290,houden,female,16,general,Gr2,0
1299,houden,male,17,technical,Gr3,0
1312,houden,female,18,general,Gr3,0
1316,houden,female,17,general,Gr3,0
1510,houden,female,17,general,Gr3,0
1895,houden,female,17,general,Gr3,0
1925,houden,male,16,general,Gr2,0
2214,houden,female,16,vocational,Gr2,0
website207,houden,female,18,technical,Gr3,0
website254,houden,female,17,technical,Gr3,0
website254,houden,female,17,technical,Gr3,0
website270,houden,male,15,technical,Gr2,0
website299,houden,female,17,technical,Gr3,0
website303,houden,female,20,technical,Gr3,0
website304,houden,female,17,technical,Gr3,0
website34,houden,male,17,general,Gr3,0
website34,houden,male,17,general,Gr3,0
website351,houden,male,15,technical,Gr2,0
website351,houden,male,15,technical,Gr2,0
website387,houden,female,15,general,Gr2,0
website427,houden,female,16,vocational,Gr2,0
website446,houden,female,17,vocational,Gr3,0
website513,houden,female,15,technical,Gr2,0
website513,houden,female,15,technical,Gr2,0
website53,houden,female,17,general,Gr3,0
website53,houden,female,16,general,Gr2,0
website53,houden,female,16,general,Gr2,0
website53,houden,female,16,general,Gr2,0
website539,houden,female,16,vocational,Gr2,0
website559,houden,female,16,vocational,Gr2,0
website606,houden,female,15,vocational,Gr2,0
website626,houden,female,15,vocational,Gr2,0
website646,houden,female,16,vocational,Gr2,0
website646,houden,female,16,vocational,Gr2,0
website646,houden,female,16,vocational,Gr2,0
website655,houden,female,16,vocational,Gr2,0
website655,houden,female,16,vocational,Gr2,0
website67,houden,male,17,general,Gr3,0
website675,houden,male,18,general,Gr3,0
website683,houden,female,17,vocational,Gr3,0
website683,houden,female,17,vocational,Gr3,0
website683,houden,female,17,vocational,Gr3,1
website688,houden,female,16,vocational,Gr2,0
627,inbeelden,female,16,general,Gr2,1
website463,inbeelden,female,16,general,Gr2,0
website190,inhouden,male,16,general,Gr2,1
website252,inhouden,female,17,technical,Gr3,1
311,inhouden,female,16,general,Gr2,0
445,inhouden,female,16,technical,Gr2,0
627,inhouden,female,17,general,Gr3,0
625,kleden,female,18,general,Gr3,0
1125,kleden,female,18,vocational,Gr3,0
website499,kleden,male,17,technical,Gr3,1
30,laden,female,15,general,Gr2,1
65,laden,male,15,vocational,Gr2,1
328,laden,female,17,general,Gr3,1
404,laden,female,16,technical,Gr2,1
534,laden,male,15,technical,Gr2,1
563,laden,female,18,technical,Gr3,0
571,laden,female,16,technical,Gr2,1
717,laden,female,16,vocational,Gr2,1
739,laden,male,16,vocational,Gr2,0
769,laden,female,16,vocational,Gr2,1
1189,laden,female,16,technical,Gr2,1
1628,laden,male,16,general,Gr2,1
website213,laden,female,17,technical,Gr3,1
website290,laden,male,19,technical,Gr3,1
website294,laden,female,19,technical,Gr3,1
website34,laden,male,17,general,Gr3,0
website559,laden,female,16,vocational,Gr2,1
website646,laden,female,16,vocational,Gr2,0
website7,laden,male,16,vocational,Gr2,1
website8,laden,male,16,general,Gr2,1
1290,laden,female,16,general,Gr2,0
1290,laden,female,16,general,Gr2,0
1290,laden,female,16,general,Gr2,0
1290,laden,female,16,general,Gr2,0
website669,landen,female,16,vocational,Gr2,1
website693,landen,male,17,vocational,Gr3,1
website450,leiden,female,17,vocational,Gr3,1
website510,leiden,male,17,technical,Gr3,0
website566,leiden,female,18,vocational,Gr3,0
345,leiden,male,17,general,Gr3,0
529,leiden,female,18,technical,Gr3,0
1484,leiden,female,20,general,Gr3,0
website211,leiden,female,18,technical,Gr3,1
404,leiden,female,16,technical,Gr2,0
324,lijden,female,16,technical,Gr2,1
476,lijden,female,18,general,Gr3,1
1969,lijden,female,18,vocational,Gr3,0
website190,meerijden,male,16,general,Gr2,0
133,melden,female,16,general,Gr2,0
